store_id,uptime_last_hour(minutes),uptime_last_day(hours),uptime_last_week(hours),downtime_last_hour(minutes),downtime_last_day(hours),downtime_last_week(hours)
5129745626503251515,60.0,24.00,168.00,0.0,0.0,0.0
3749621908267056481,59.62,11.99,86.24,0.38,0.76,3.51
8046946363444153301,60.0,11.75,84.25,0.0,0.0,0.0
7865579702956186869,60.0,1.00,145.00,0.0,0.0,0.0
7531416287306780570,59.6,9.41,71.41,0.4,0.59,2.59
350654073670694453,60.0,10.00,84.00,0.0,0.0,0.0
860640084250305307,60.0,1.00,145.00,0.0,0.0,0.0
6917905471606886917,60.0,15.00,95.98,0.0,0.0,0.0
5096911626370626604,60.0,17.50,118.50,0.0,0.0,0.0
5209179092692298022,59.6,14.56,103.46,0.4,0.67,3.17
5590545370900166534,60.0,10.50,89.00,0.0,0.0,0.0
6857135258254265593,60.0,9.67,77.97,0.0,0.0,0.0
8846734757761237644,60.0,8.75,97.75,0.0,0.0,0.0
879401411014204303,60.0,24.00,168.00,0.0,0.0,0.0
142429685949740815,60.0,14.00,98.00,0.0,0.0,0.0
7696157926724722480,60.0,20.00,140.00,0.0,0.0,0.0
4384130156579319259,60.0,8.50,59.00,0.0,0.0,0.0
4899908252434864508,59.58,8.99,64.33,0.42,0.51,2.17
7114762754682979701,59.58,11.33,80.99,0.42,0.67,3.01
2990363625265945721,60.0,24.00,167.83,0.0,0.0,0.17
4944841650622998864,59.57,11.33,80.99,0.43,0.67,3.01
3220554620403377241,59.57,8.08,54.16,0.43,0.67,3.09
4196781675539579412,60.0,13.75,88.25,0.0,0.0,0.0
155313638600073426,60.0,24.00,165.73,0.0,0.0,2.27
3866476257384623348,59.57,18.74,133.74,0.43,1.26,6.26
4590388994222422719,60.0,4.67,52.83,0.0,0.33,1.17
8866346291700476848,60.0,24.00,168.00,0.0,0.0,0.0
9000339734938911730,60.0,21.00,139.98,0.0,0.0,0.0
4156594007116873228,60.0,14.50,101.50,0.0,0.0,0.0
346261891298810103,59.55,11.83,82.58,0.45,0.67,2.92
2254345540888774754,60.0,7.00,60.00,0.0,0.0,0.0
2448225270928131769,60.0,9.00,63.00,0.0,0.0,0.0
4760562159063915578,60.0,13.00,83.75,0.0,0.0,0.0
3135240072047027779,60.0,24.00,168.00,0.0,0.0,0.0
8930821394916903632,60.0,11.50,80.50,0.0,0.0,0.0
691251123696032486,60.0,24.00,93.50,0.0,0.0,0.0
186782073132835914,60.0,15.23,106.63,0.0,0.0,0.0
7900909688653955437,60.0,15.75,100.75,0.0,0.0,0.0
5530249714925873253,60.0,1.00,145.00,0.0,0.0,0.0
1884061068584019885,59.53,9.16,65.74,0.47,0.59,2.51
3131417040367240408,59.53,22.08,135.91,0.47,1.92,9.09
7598275831951085035,60.0,5.50,50.50,0.0,0.0,0.0
8460746871951091133,60.0,8.50,59.50,0.0,0.0,0.0
3390138146289019749,60.0,10.00,84.00,0.0,0.0,0.0
6544852379560574406,59.52,11.99,81.94,0.48,1.01,5.06
2108270381855664559,60.0,10.50,73.00,0.0,0.0,0.0
4343365755751864239,60.0,11.75,84.25,0.0,0.0,0.0
4756445157189132291,59.52,9.08,66.24,0.48,0.67,3.01
8581443026138651712,59.52,8.08,54.25,0.48,0.67,3.0
2260725862267686697,60.0,11.50,88.50,0.0,0.0,0.0
6086091675043364762,60.0,18.00,126.00,0.0,0.0,0.0
8556921637233741846,59.5,8.41,62.24,0.5,0.59,2.76
7416800248728813422,60.0,15.50,108.50,0.0,0.0,0.0
2325008114048009175,59.5,10.32,73.91,0.5,0.68,3.09
557493158298586356,60.0,16.98,117.88,0.0,0.0,0.0
3148015307201778517,60.0,14.50,101.50,0.0,0.0,0.0
4337341040663027872,60.0,9.58,82.58,0.0,0.42,1.42
2136241981543328822,60.0,9.50,66.50,0.0,0.0,0.0
8595057814879248740,60.0,13.75,88.25,0.0,0.0,0.0
5772275248460011564,60.0,10.00,70.00,0.0,0.0,0.0
3171801545755550071,60.0,10.00,71.00,0.0,0.0,0.0
3695146452327879338,59.48,11.32,80.91,0.52,0.68,3.09
6626583690575420636,59.48,12.97,92.04,0.52,0.51,2.34
547485450993589061,60.0,10.00,70.00,0.0,0.0,0.0
6826694888796902502,59.47,19.41,138.17,0.53,1.09,5.33
6288887656375521983,60.0,24.00,168.00,0.0,0.0,0.0
4114668335506093883,59.45,9.32,68.91,0.55,0.68,3.09
1428413118182590770,60.0,11.75,89.50,0.0,0.0,0.0
5700511514140064807,60.0,24.00,168.00,0.0,0.0,0.0
3635195553081907676,60.0,16.98,117.88,0.0,0.0,0.0
9206536213770520585,60.0,16.00,112.00,0.0,0.0,0.0
7889337870549531808,59.43,22.07,158.93,0.57,1.93,9.07
3172876964943001056,60.0,24.00,168.00,0.0,0.0,0.0
4642987716824697581,60.0,17.00,119.00,0.0,0.0,0.0
1507991654062574347,59.42,9.99,73.32,0.58,0.51,2.18
8179036963239677055,59.42,11.99,85.99,0.58,1.01,5.01
1862594051308773470,60.0,24.00,168.00,0.0,0.0,0.0
5634049097101131254,59.4,8.57,61.24,0.6,0.43,1.76
3176194540867476559,59.38,9.07,67.41,0.62,0.43,1.59
422048993053499733,60.0,13.50,94.50,0.0,0.0,0.0
3099276129248509001,60.0,6.00,47.00,0.0,0.0,0.0
7829939588069662588,60.0,20.00,140.00,0.0,0.0,0.0
6635793443867796991,60.0,11.25,80.25,0.0,0.0,0.0
3515644898499229869,59.37,15.57,111.20,0.63,0.93,4.3
492634971610977278,54.37,13.23,95.15,5.63,0.77,2.85
7747960932104992063,54.37,13.23,95.15,5.63,0.77,2.85
3192652934668828619,60.0,12.50,81.50,0.0,0.0,0.0
7419745219987444194,60.0,10.75,75.25,0.0,0.0,0.0
4567318054382371668,60.0,10.50,73.50,0.0,0.0,0.0
722232932182237744,60.0,14.50,111.00,0.0,0.0,0.0
7382911608211716609,59.35,9.32,78.91,0.65,0.68,3.09
2429826638627036652,60.0,11.75,81.25,0.0,0.0,0.0
1882494204158499780,60.0,14.50,101.50,0.0,0.0,0.0
7282330070473962428,60.0,9.50,66.50,0.0,0.0,0.0
4333227454205361032,60.0,8.00,56.00,0.0,0.0,0.0
5419016719023445393,59.35,10.74,76.57,0.65,0.51,2.18
6539309355712336455,60.0,23.00,134.00,0.0,0.0,0.0
1949208338135185787,59.35,7.82,58.57,0.65,0.68,2.93
2136521815520406056,59.35,9.82,73.74,0.65,0.68,2.76
6326888912010181222,59.35,8.99,91.99,0.65,0.51,4.51
6651116329301285608,59.35,9.32,77.41,0.65,0.68,4.59
605820315907131468,60.0,16.00,112.00,0.0,0.0,0.0
6954278130066669554,60.0,11.50,80.50,0.0,0.0,0.0
7432060204007775265,59.35,22.49,137.24,0.65,1.51,7.76
942318350982356779,60.0,8.58,61.67,0.0,0.42,1.33
3545200491683575133,60.0,10.00,69.00,0.0,0.0,0.0
5547351053638058505,60.0,14.98,100.90,0.0,0.0,0.0
888034614488763562,60.0,10.50,73.50,0.0,0.0,0.0
5037819767382926638,60.0,6.67,47.17,0.0,0.33,1.83
1866843925037358262,60.0,10.00,75.00,0.0,0.0,0.0
544421500538284823,60.0,7.00,60.00,0.0,0.0,0.0
1271302586752062033,60.0,10.08,85.58,0.0,0.42,1.42
4399394440722028015,59.33,22.07,158.93,0.67,1.93,9.07
2471909049133311656,60.0,12.50,86.50,0.0,0.0,0.0
863794542184883067,60.0,13.00,91.00,0.0,0.0,0.0
682961489538176779,59.33,11.99,50.57,0.67,1.01,4.43
4598581625069550389,59.32,5.57,73.99,0.68,0.43,4.01
2977168507209690472,60.0,10.00,66.00,0.0,0.0,0.0
7787233413436356353,60.0,12.50,81.50,0.0,0.0,0.0
9157684034397497466,59.3,12.07,86.59,0.7,0.93,4.41
3851218396063293521,60.0,13.00,87.00,0.0,0.0,0.0
5265338562440762490,59.3,13.41,96.07,0.7,1.09,5.43
362168314264335781,60.0,5.58,50.33,0.0,0.17,0.92
7673193647151844558,59.3,9.82,71.07,0.7,0.43,1.68
7650372718234352360,59.3,11.07,79.66,0.7,0.93,4.34
1227925152111468964,59.3,10.07,62.99,0.7,0.68,2.76
8284419975823451193,60.0,7.00,60.00,0.0,0.0,0.0
2274571391642491147,59.28,8.40,58.57,0.72,0.6,2.43
1095317074200225605,60.0,10.50,71.50,0.0,0.0,0.0
1909331352405887252,60.0,7.08,67.75,0.0,0.42,1.25
7582298718047979573,60.0,10.00,70.00,0.0,0.0,0.0
8877725334051850723,60.0,9.75,80.50,0.0,0.0,0.0
3244968255652358192,60.0,13.00,91.00,0.0,0.0,0.0
4332609270970066271,60.0,10.00,70.00,0.0,0.0,0.0
4670645505445055621,60.0,9.50,66.50,0.0,0.0,0.0
3857851933163370172,59.27,22.07,159.06,0.73,1.93,8.94
969266378800259816,60.0,9.50,62.50,0.0,0.0,0.0
1346662429097910942,60.0,10.50,77.50,0.0,0.0,0.0
339145205428107483,60.0,11.00,77.00,0.0,0.0,0.0
3298471697520158732,59.27,10.32,86.07,0.73,0.68,3.93
5926125815991804223,60.0,9.75,68.25,0.0,0.0,0.0
8123121844839724387,60.0,13.00,92.00,0.0,0.0,0.0
7333879955445177110,59.25,13.90,99.57,0.75,1.1,5.43
3249626925958054976,60.0,10.00,72.00,0.0,0.0,0.0
4628431224368975329,59.25,22.07,159.00,0.75,1.93,9.0
9199670961575062207,60.0,24.00,145.00,0.0,0.0,0.0
1560740120474422753,60.0,10.00,70.00,0.0,0.0,0.0
7320038227620958213,60.0,11.50,80.50,0.0,0.0,0.0
3970428415823108093,59.25,9.15,65.74,0.75,0.6,2.51
4136882232326050736,59.25,12.32,88.90,0.75,0.68,3.1
301442141659374291,59.23,12.32,88.90,0.77,0.68,3.1
8816994289956752629,60.0,9.50,66.50,0.0,0.0,0.0
1885564393314507408,59.23,22.07,158.92,0.77,1.93,9.08
6623027465830541302,60.0,11.50,82.50,0.0,0.0,0.0
1426925701648885844,60.0,11.25,81.72,0.0,0.0,0.0
2906370246630323779,59.23,9.15,65.74,0.77,0.6,2.51
2049846545876968842,60.0,14.00,98.00,0.0,0.0,0.0
8029064428186859220,59.23,8.57,61.24,0.77,0.43,1.76
2395571416712508171,60.0,24.00,168.00,0.0,0.0,0.0
3907771017528016154,60.0,18.97,132.77,0.0,0.0,0.0
8103233856093549955,59.23,11.40,81.40,0.77,0.6,2.6
77980192110590523,59.22,12.32,88.99,0.78,0.68,3.01
4142898136409410155,60.0,10.50,75.00,0.0,0.0,0.0
6900045687895716377,59.22,12.55,93.89,0.78,0.43,2.51
460596082134507136,60.0,13.00,92.00,0.0,0.0,0.0
8191797924941731759,60.0,9.00,63.00,0.0,0.0,0.0
8422117732216434683,60.0,9.00,77.00,0.0,0.0,0.0
8751788138303196606,60.0,17.50,122.50,0.0,0.0,0.0
2539133199224579423,60.0,16.00,112.00,0.0,0.0,0.0
6926139965609734524,60.0,8.00,56.00,0.0,0.0,0.0
3334248282862149533,60.0,10.65,79.41,0.0,0.33,1.5
3493963246020552747,60.0,18.97,132.77,0.0,0.0,0.0
3682266459624248038,59.2,8.07,57.74,0.8,0.43,1.76
8567357056104766237,60.0,24.00,145.00,0.0,0.0,0.0
4453022340796253704,60.0,9.75,66.25,0.0,0.0,0.0
5049364816335709153,59.18,12.32,88.90,0.82,0.68,3.1
200183483618661437,59.18,22.07,158.97,0.82,1.93,9.03
7771293565212721563,60.0,7.00,49.00,0.0,0.0,0.0
7011223152143873724,60.0,20.00,140.00,0.0,0.0,0.0
7988087393647335944,60.0,11.25,81.72,0.0,0.0,0.0
150190987832295679,60.0,10.50,87.00,0.0,0.0,0.0
6893478754480940842,59.18,11.07,81.74,0.82,0.93,4.26
1472400125885919118,60.0,10.65,79.33,0.0,0.33,1.58
616470052987131488,60.0,15.00,105.00,0.0,0.0,0.0
8524384268681610450,60.0,18.48,129.38,0.0,0.0,0.0
7286834225931314462,60.0,12.00,84.00,0.0,0.0,0.0
7116414718488186601,60.0,24.00,168.00,0.0,0.0,0.0
3003673475707431400,60.0,24.00,168.00,0.0,0.0,0.0
9048132687484727281,59.15,11.07,91.77,0.85,0.68,3.93
3974544787029332547,59.15,22.07,158.92,0.85,1.93,9.08
2831894024493323780,60.0,11.00,90.00,0.0,0.0,0.0
5829774406271309259,60.0,13.00,92.00,0.0,0.0,0.0
4971368740552961367,60.0,9.50,66.50,0.0,0.0,0.0
8423868630704717172,60.0,9.75,66.25,0.0,0.0,0.0
8953320121804361061,60.0,14.50,111.00,0.0,0.0,0.0
4403581457632898405,60.0,11.00,77.00,0.0,0.0,0.0
707024955413042368,60.0,15.00,105.00,0.0,0.0,0.0
5679404731506960928,60.0,9.75,68.25,0.0,0.0,0.0
4826748415076864206,60.0,8.00,56.00,0.0,0.0,0.0
599471361420330580,60.0,13.00,91.50,0.0,0.0,0.0
5135316238073891448,60.0,13.00,92.00,0.0,0.0,0.0
2776982894786182653,60.0,13.00,91.00,0.0,0.0,0.0
2665916158676931486,60.0,24.00,168.00,0.0,0.0,0.0
6365337016954023892,59.08,11.07,79.15,0.92,0.93,4.85
4144464302866527424,59.08,9.32,78.90,0.92,0.68,3.1
3265468960681998177,60.0,13.00,92.00,0.0,0.0,0.0
3659015185594902112,60.0,18.00,126.00,0.0,0.0,0.0
3283492708296652331,60.0,11.00,65.50,0.0,0.0,0.0
3524792540315712946,60.0,13.00,92.00,0.0,0.0,0.0
8181429779360519539,60.0,13.00,102.00,0.0,0.0,0.0
6037899105612538467,60.0,9.50,66.50,0.0,0.0,0.0
6546370607035140932,59.07,12.32,88.90,0.93,0.68,3.1
3123081684879141565,60.0,12.00,78.00,0.0,0.0,0.0
5596167135534126130,60.0,13.00,91.00,0.0,0.0,0.0
7738666592812526527,60.0,12.50,87.50,0.0,0.0,0.0
3384821641154133835,60.0,15.00,108.00,0.0,0.0,0.0
339216504037933986,59.07,11.57,82.23,0.93,0.43,1.77
7596818467891630526,60.0,13.00,92.00,0.0,0.0,0.0
3307493460917937473,60.0,14.00,98.00,0.0,0.0,0.0
312955272398231324,60.0,14.00,98.00,0.0,0.0,0.0
4907411272157943488,59.05,12.32,88.82,0.95,0.68,3.18
7171775864734442613,59.05,11.57,82.23,0.95,0.43,1.77
5915256242395307215,59.05,12.32,88.90,0.95,0.68,3.1
5833493366658181332,60.0,13.00,92.00,0.0,0.0,0.0
7912067666808572986,59.05,12.32,88.82,0.95,0.68,3.18
7986952029828845486,60.0,10.00,84.00,0.0,0.0,0.0
3936000022638815360,59.05,11.57,82.23,0.95,0.43,1.77
7633935717604868007,60.0,12.00,86.00,0.0,0.0,0.0
7220973262594195425,60.0,13.00,92.00,0.0,0.0,0.0
3087015171250654419,60.0,14.00,98.00,0.0,0.0,0.0
5751929265034271798,59.03,9.57,68.23,0.97,0.43,1.77
3233313946968521443,59.03,12.32,88.82,0.97,0.68,3.18
8837806754826890110,59.03,12.90,94.07,0.97,1.1,1.93
4508579465793187553,60.0,13.50,94.50,0.0,0.0,0.0
8456716061534389896,60.0,13.50,94.50,0.0,0.0,0.0
8277699065725776165,60.0,17.00,119.00,0.0,0.0,0.0
5514141056631222012,60.0,6.50,45.50,0.0,0.0,0.0
3449092834072330775,60.0,16.00,112.00,0.0,0.0,0.0
8139746930900009809,60.0,9.50,67.50,0.0,0.0,0.0
497991230763588302,59.02,17.30,123.68,0.98,1.18,5.7
4808902550461746035,60.0,12.00,86.00,0.0,0.0,0.0
990212239136491976,59.02,9.48,67.90,0.98,0.52,2.1
2159172063705870797,60.0,9.50,66.50,0.0,0.0,0.0
2441172743112765772,60.0,12.00,86.00,0.0,0.0,0.0
5288595497319703038,60.0,13.00,102.00,0.0,0.0,0.0
5938218521494275420,60.0,11.50,80.50,0.0,0.0,0.0
1311583659343152560,60.0,14.00,98.00,0.0,0.0,0.0
6818275825741879962,60.0,24.00,168.00,0.0,0.0,0.0
7169308046340245467,60.0,24.00,168.00,0.0,0.0,0.0
4014097260237931651,60.0,24.00,168.00,0.0,0.0,0.0
8307653310468925385,60.0,24.00,168.00,0.0,0.0,0.0
7351184442509944827,60.0,12.50,87.50,0.0,0.0,0.0
8021199754209033153,59.0,11.82,78.40,1.0,0.68,3.1
7171567047166952543,59.0,11.32,82.90,1.0,0.68,3.1
705676856432913100,60.0,11.50,76.50,0.0,0.0,0.0
7119464278662090152,60.0,20.00,140.00,0.0,0.0,0.0
6160914795278193489,60.0,11.50,80.50,0.0,0.0,0.0
3579943253134828972,60.0,9.75,118.50,0.0,0.0,0.0
8315395491061125019,60.0,10.75,77.25,0.0,0.0,0.0
5772246115389759680,60.0,8.50,75.00,0.0,0.0,0.0
4015395599881112256,60.0,18.00,126.00,0.0,0.0,0.0
89462909834904041,60.0,12.00,98.00,0.0,0.0,0.0
8446155555455423271,60.0,8.50,59.50,0.0,0.0,0.0
482196572349659768,60.0,10.00,71.00,0.0,0.0,0.0
3947578156990741755,60.0,9.50,67.50,0.0,0.0,0.0
7400459627114964748,60.0,10.00,70.00,0.0,0.0,0.0
8441748545652334972,60.0,12.00,78.00,0.0,0.0,0.0
7560763264970675952,60.0,18.00,128.00,0.0,0.0,0.0
7963494200295205087,60.0,18.00,128.00,0.0,0.0,0.0
5036997234964374401,60.0,9.50,66.50,0.0,0.0,0.0
6791130705466646582,60.0,13.00,92.00,0.0,0.0,0.0
6074584029587456112,58.97,11.57,82.32,1.03,0.43,1.68
6488699540109582405,58.95,12.32,88.82,1.05,0.68,3.18
3792347547943752958,58.95,12.32,88.90,1.05,0.68,3.1
4571462720777048139,60.0,11.00,77.00,0.0,0.0,0.0
6881046633979719253,58.95,11.40,81.40,1.05,0.6,2.6
5688989275762781906,60.0,13.00,91.00,0.0,0.0,0.0
5007880440477590951,60.0,20.00,140.00,0.0,0.0,0.0
6149329214616253955,60.0,11.42,81.08,0.0,0.58,2.92
1763802334279612629,60.0,13.00,92.00,0.0,0.0,0.0
5934756706876462824,60.0,4.50,39.00,0.0,0.0,0.0
8749623912306953167,60.0,4.50,39.00,0.0,0.0,0.0
191331733720214713,60.0,4.50,39.00,0.0,0.0,0.0
5647156915163908549,60.0,11.00,79.00,0.0,0.0,0.0
8703157463583849485,60.0,24.00,168.00,0.0,0.0,0.0
8710696626576811023,60.0,15.50,108.50,0.0,0.0,0.0
6344217321429902827,58.93,22.07,159.02,1.07,1.93,8.98
3157733638410910699,60.0,10.00,66.00,0.0,0.0,0.0
2826891986735090666,60.0,24.00,168.00,0.0,0.0,0.0
349245600555243543,60.0,6.50,45.50,0.0,0.0,0.0
1957912366926183599,60.0,20.50,143.50,0.0,0.0,0.0
6754146361723599621,60.0,18.00,126.00,0.0,0.0,0.0
2497658859862031354,60.0,18.00,126.00,0.0,0.0,0.0
3390537997411188482,60.0,12.00,98.00,0.0,0.0,0.0
2607803237069552758,60.0,9.50,63.50,0.0,0.0,0.0
7650104376420095990,60.0,11.00,79.00,0.0,0.0,0.0
6397611802326616647,60.0,10.00,66.00,0.0,0.0,0.0
6578238616992340077,60.0,24.00,168.00,0.0,0.0,0.0
8048781994185605656,60.0,24.00,168.00,0.0,0.0,0.0
7164112860831997739,58.9,8.40,50.65,1.1,0.6,2.35
5878754251461408777,53.9,15.92,117.00,6.1,1.08,5.0
8180283018895936006,60.0,20.00,140.00,0.0,0.0,0.0
2230452284905826047,60.0,18.00,126.00,0.0,0.0,0.0
6333038285384460626,60.0,18.00,126.00,0.0,0.0,0.0
8484956487942795957,58.9,11.57,82.23,1.1,0.43,1.77
5456517361585976886,60.0,20.50,143.50,0.0,0.0,0.0
6315264214533706365,60.0,14.00,98.00,0.0,0.0,0.0
7161277028206100806,58.88,11.48,82.23,1.12,0.52,1.77
7505533899438288765,60.0,12.00,97.00,0.0,0.0,0.0
1277432720439331851,60.0,13.00,91.00,0.0,0.0,0.0
6078027222447240768,60.0,11.00,90.00,0.0,0.0,0.0
3908898623672223508,60.0,9.50,97.50,0.0,0.0,0.0
1555344018558050844,60.0,18.00,126.00,0.0,0.0,0.0
8886231346790792380,60.0,18.00,126.00,0.0,0.0,0.0
5647592574746939118,53.88,13.86,101.12,6.12,1.14,3.88
8407934146313821017,53.88,16.41,120.07,6.12,1.59,5.93
1181336060537986213,60.0,16.00,112.00,0.0,0.0,0.0
